36668;172;
36669;116;
36670;57;
36671;57;
36672;58;
36673;60;
36674;64;
36675;68;
36676;70;
36677;73;
36678;77;
36679;80;
36680;82;
36681;87;
36682;91;
36683;92;
36684;94;
36685;96;
36686;91;
36687;81;
36688;78;
36689;78;
36690;76;
36691;76;
36692;80;
36693;82;
36694;81;
36695;84;
36696;84;
36697;80;
36698;80;
36699;84;
36700;83;
36701;82;
36702;83;
36703;83;
36704;82;
36705;84;
36706;83;
36707;84;
36708;81;
36709;87;
36710;88;
36711;86;
36712;85;
36713;87;
36714;81;
36715;78;
36716;73;
36717;93;
36718;167;
36719;144;
36720;68;
36721;58;
36722;53;
36723;59;
36724;63;
36725;66;
36726;71;
36727;76;
36728;77;
36729;76;
36730;81;
36731;86;
36732;88;
36733;92;
36734;96;
36735;96;
36736;89;
36737;85;
36738;79;
36739;74;
36740;75;
36741;79;
36742;77;
36743;78;
36744;83;
36745;81;
36746;81;
36747;83;
36748;84;
36749;81;
36750;81;
36751;84;
36752;84;
36753;81;
36754;84;
36755;84;
36756;83;
36757;83;
36758;86;
36759;87;
36760;86;
36761;87;
36762;87;
36763;81;
36764;80;
36765;73;
36766;90;
36767;166;
36768;151;
36769;70;
36770;55;
36771;55;
36772;58;
36773;64;
36774;66;
36775;72;
36776;75;
36777;75;
36778;81;
36779;83;
36780;87;
36781;86;
36782;93;
36783;97;
36784;94;
36785;90;
36786;84;
36787;78;
36788;74;
36789;76;
36790;78;
36791;77;
36792;79;
36793;81;
36794;82;
36795;81;
36796;84;
36797;82;
36798;80;
36799;82;
36800;83;
36801;83;
36802;80;
36803;83;
36804;83;
36805;83;
36806;83;
36807;86;
36808;85;
36809;84;
36810;87;
36811;87;
36812;80;
36813;81;
36814;70;
36815;98;
36816;166;
36817;138;
36818;65;
36819;54;
36820;56;
36821;61;
36822;63;
36823;66;
36824;72;
36825;75;
36826;75;
36827;80;
36828;83;
36829;85;
36830;87;
36831;93;
36832;96;
36833;94;
36834;90;
36835;83;
36836;76;
36837;74;
36838;78;
36839;77;
36840;76;
36841;81;
36842;83;
36843;80;
36844;80;
36845;83;
36846;84;
36847;80;
36848;84;
36849;85;
36850;80;
36851;81;
36852;83;
36853;84;
36854;81;
36855;84;
36856;86;
36857;85;
36858;87;
36859;86;
36860;86;
36861;80;
36862;82;
36863;73;
36864;91;
36865;169;
36866;129;
36867;64;
36868;58;
36869;61;
36870;63;
36871;65;
36872;70;
36873;72;
36874;76;
36875;77;
36876;81;
36877;85;
36878;86;
36879;93;
36880;98;
36881;98;
36882;94;
36883;89;
36884;81;
36885;73;
36886;73;
36887;75;
36888;74;
36889;74;
36890;80;
36891;81;
36892;79;
36893;82;
36894;82;
36895;82;
36896;80;
36897;82;
36898;83;
36899;81;
36900;83;
36901;84;
36902;82;
36903;81;
36904;85;
36905;83;
36906;83;
36907;87;
36908;88;
36909;83;
36910;83;
36911;83;
36912;83;
36913;71;
36914;89;
36915;172;
36916;131;
36917;65;
36918;60;
36919;59;
36920;60;
36921;65;
36922;69;
36923;72;
36924;74;
36925;80;
36926;82;
36927;82;
36928;90;
36929;93;
36930;94;
36931;99;
36932;98;
36933;89;
36934;79;
36935;75;
36936;73;
36937;72;
36938;76;
36939;79;
36940;79;
36941;78;
36942;82;
36943;84;
36944;81;
36945;83;
36946;84;
36947;80;
36948;81;
36949;84;
36950;84;
36951;80;
36952;84;
36953;84;
36954;83;
36955;83;
36956;86;
36957;86;
36958;87;
36959;89;
36960;86;
36961;84;
36962;80;
36963;83;
36964;73;
36965;99;
36966;172;
36967;118;
36968;60;
36969;58;
36970;61;
36971;63;
36972;64;
36973;70;
36974;73;
36975;75;
36976;80;
36977;82;
36978;85;
36979;86;
36980;94;
36981;98;
36982;97;
36983;96;
36984;88;
36985;79;
36986;73;
36987;74;
36988;74;
36989;73;
36990;76;
36991;80;
36992;79;
36993;78;
36994;82;
36995;83;
36996;81;
36997;82;
36998;84;
36999;83;
37000;81;
37001;86;
37002;85;
37003;83;
37004;84;
37005;87;
37006;83;
37007;83;
37008;89;
37009;89;
37010;84;
37011;84;
37012;84;
37013;80;
37014;72;
37015;126;
37016;172;
37017;94;
37018;58;
37019;61;
37020;61;
37021;63;
37022;68;
37023;73;
37024;73;
37025;77;
37026;80;
37027;80;
37028;85;
37029;92;
37030;95;
37031;95;
37032;101;
37033;96;
37034;83;
37035;77;
37036;74;
37037;74;
37038;72;
37039;76;
37040;80;
37041;78;
37042;80;
37043;82;
37044;81;
37045;81;
37046;83;
37047;83;
37048;79;
37049;84;
37050;85;
37051;82;
37052;81;
37053;84;
37054;84;
37055;83;
37056;85;
37057;90;
37058;84;
37059;82;
37060;84;
37061;83;
37062;76;
37063;80;
37064;155;
37065;168;
37066;80;
37067;57;
37068;55;
37069;56;
37070;62;
37071;67;
37072;68;
37073;70;
37074;77;
37075;80;
37076;80;
37077;85;
37078;91;
37079;91;
37080;94;
37081;99;
37082;95;
37083;83;
37084;79;
37085;76;
37086;74;
37087;75;
37088;80;
37089;80;
37090;78;
37091;83;
37092;83;
37093;81;
37094;83;
37095;84;
37096;82;
37097;81;
37098;84;
37099;84;
37100;82;
37101;83;
37102;84;
37103;84;
37104;81;
37105;89;
37106;89;
37107;83;
37108;84;
37109;83;
37110;80;
37111;66;
37112;111;
37113;172;
37114;118;
37115;60;
37116;56;
37117;55;
37118;57;
37119;64;
37120;70;
37121;69;
37122;73;
37123;77;
37124;79;
37125;82;
37126;87;
37127;92;
37128;91;
37129;97;
37130;97;
37131;88;
37132;79;
37133;77;
37134;78;
37135;74;
37136;77;
37137;79;
37138;79;
37139;79;
37140;82;
37141;84;
37142;79;
37143;83;
37144;84;
37145;82;
37146;81;
37147;85;
37148;84;
37149;81;
37150;84;
37151;87;
37152;85;
37153;87;
37154;87;
37155;87;
37156;81;
37157;82;
37158;77;
37159;82;
37160;152;
37161;172;
37162;79;
37163;54;
37164;56;
37165;60;
37166;61;
37167;67;
37168;72;
37169;74;
37170;74;
37171;79;
37172;83;
37173;84;
37174;89;
37175;94;
37176;96;
37177;95;
37178;95;
37179;86;
37180;76;
37181;73;
37182;76;
37183;78;
37184;77;
37185;79;
37186;82;
37187;80;
37188;82;
37189;84;
37190;82;
37191;82;
37192;83;
37193;83;
37194;81;
37195;82;
37196;85;
37197;84;
37198;84;
37199;86;
37200;91;
37201;82;
37202;84;
37203;82;
37204;82;
37205;70;
37206;93;
37207;172;
37208;151;
37209;67;
37210;55;
37211;55;
37212;57;
37213;64;
37214;66;
37215;66;
37216;71;
37217;76;
37218;78;
37219;78;
37220;87;
37221;89;
37222;92;
37223;93;
37224;98;
37225;91;
37226;80;
37227;79;
37228;78;
37229;77;
37230;77;
37231;79;
37232;82;
37233;77;
37234;84;
37235;85;
37236;82;
37237;84;
37238;83;
37239;81;
37240;81;
37241;84;
37242;85;
37243;81;
37244;83;
37245;89;
37246;83;
37247;81;
37248;84;
37249;81;
37250;76;
37251;76;
37252;146;
37253;168;
37254;85;
37255;57;
37256;57;
37257;57;
37258;63;
37259;66;
37260;68;
37261;71;
37262;77;
37263;81;
37264;80;
37265;83;
37266;89;
37267;90;
37268;93;
37269;97;
37270;93;
37271;80;
37272;77;
37273;77;
37274;74;
37275;76;
37276;78;
37277;80;
37278;77;
37279;83;
37280;84;
37281;83;
37282;81;
37283;83;
37284;84;
37285;80;
37286;84;
37287;85;
37288;82;
37289;87;
37290;86;
37291;86;
37292;81;
37293;84;
37294;79;
37295;78;
37296;151;
37297;172;
37298;82;
37299;54;
37300;55;
37301;59;
37302;59;
37303;63;
37304;70;
37305;75;
37306;75;
37307;80;
37308;82;
37309;81;
37310;88;
37311;92;
37312;96;
37313;94;
37314;93;
37315;85;
37316;77;
37317;75;
37318;77;
37319;78;
37320;76;
37321;79;
37322;81;
37323;80;
37324;81;
37325;85;
37326;84;
37327;81;
37328;84;
37329;83;
37330;81;
37331;82;
37332;85;
37333;86;
37334;85;
37335;86;
37336;86;
37337;80;
37338;81;
37339;73;
37340;87;
37341;166;
37342;161;
37343;73;
37344;55;
37345;53;
37346;57;
37347;60;
37348;63;
37349;70;
37350;73;
37351;74;
37352;79;
37353;82;
37354;85;
37355;88;
37356;93;
37357;98;
37358;95;
37359;90;
37360;84;
37361;76;
37362;75;
37363;79;
37364;79;
37365;78;
37366;79;
37367;81;
37368;81;
37369;82;
37370;84;
37371;84;
37372;81;
37373;83;
37374;84;
37375;82;
37376;81;
37377;86;
37378;82;
37379;82;
37380;88;
37381;87;
37382;84;
37383;81;
37384;82;
37385;80;
37386;67;
37387;123;
37388;172;
37389;104;
37390;58;
37391;53;
37392;54;
37393;56;
37394;62;
37395;67;
37396;68;
37397;70;
37398;76;
37399;80;
37400;79;
37401;87;
37402;91;
37403;92;
37404;95;
37405;95;
37406;87;
37407;77;
37408;79;
37409;76;
37410;76;
37411;77;
37412;80;
37413;83;
37414;79;
37415;83;
37416;83;
37417;82;
37418;82;
37419;85;
37420;85;
37421;81;
37422;84;
37423;84;
37424;81;
37425;83;
37426;89;
37427;88;
37428;83;
37429;85;
37430;82;
37431;78;
37432;67;
37433;128;
37434;172;
37435;107;
37436;62;
37437;55;
37438;53;
37439;59;
37440;63;
37441;67;
37442;68;
37443;75;
37444;78;
37445;79;
37446;83;
37447;87;
37448;91;
37449;92;
37450;98;
37451;96;
37452;84;
37453;80;
37454;80;
37455;79;
37456;78;
37457;81;
